sex,row_number,liters_drunk,age,drink,check_number,label,age_child,age_adult,age_old,session_start,start_morning,start_afternoon,start_evening
1,19.0,4,66,1,3312,1,0,0,1,14,0,1,0
1,2.0,1,44,1,1488,1,0,1,0,15,0,1,0
1,20.0,2,18,0,277,1,0,1,0,6,1,0,0
1,55.0,5,34,0,5197,0,0,1,0,6,1,0,0
0,44.0,2,61,1,3883,0,0,0,1,23,0,0,1
0,79.0,3,75,1,6035,1,0,0,1,14,0,1,0
1,97.0,5,39,1,157,1,0,1,0,22,0,0,1
0,46.0,3,52,1,2991,0,0,0,1,21,0,0,1
0,72.0,4,40,1,3589,1,0,1,0,15,0,1,0
1,59.0,3,36,1,8655,1,0,1,0,15,0,1,0
1,88.0,0,31,1,5504,1,0,1,0,15,0,1,0
1,53.0,1,32,1,2164,1,0,1,0,21,0,0,1
1,75.0,0,17,0,4972,0,1,0,0,15,0,1,0
0,69.0,0,19,0,7420,1,0,1,0,6,1,0,0
0,57.0,5,55,1,6021,0,0,0,1,22,0,0,1
0,16.0,4,37,0,3809,1,0,1,0,14,0,1,0
0,94.0,1,25,1,3413,1,0,1,0,21,0,0,1
0,90.0,5,78,1,9678,1,0,0,1,6,1,0,0
0,71.0,1,78,1,1504,1,0,0,1,21,0,0,1
0,65.0,5,34,0,4284,1,0,1,0,22,0,0,1
0,79.0,3,30,1,2898,1,0,1,0,23,0,0,1
0,61.0,0,37,1,227,0,0,1,0,22,0,0,1
1,13.0,3,66,1,1296,0,0,0,1,8,1,0,0
0,22.0,4,35,0,144,1,0,1,0,7,1,0,0
1,52.0,4,60,1,3659,1,0,0,1,7,1,0,0
0,21.0,4,29,1,2782,1,0,1,0,15,0,1,0
0,85.0,3,63,0,7450,0,0,0,1,14,0,1,0
0,30.0,1,62,0,5326,0,0,0,1,23,0,0,1
0,71.0,2,68,1,4314,1,0,0,1,21,0,0,1
1,100.0,0,50,1,8700,0,0,1,0,7,1,0,0
1,44.0,0,65,1,8502,1,0,0,1,14,0,1,0
1,96.0,4,60,0,3219,1,0,0,1,15,0,1,0
0,46.0,3,38,1,7477,1,0,1,0,15,0,1,0
1,43.0,5,24,1,1507,1,0,1,0,23,0,0,1
0,10.0,3,10,0,6266,1,1,0,0,15,0,1,0
1,93.0,5,50,1,54,1,0,1,0,14,0,1,0
0,60.0,1,22,0,2282,0,0,1,0,21,0,0,1
1,18.0,3,69,1,2558,0,0,0,1,6,1,0,0
1,46.0,2,40,0,7725,1,0,1,0,8,1,0,0
1,28.0,2,46,0,5909,0,0,1,0,8,1,0,0
0,12.0,0,20,0,6901,1,0,1,0,22,0,0,1
0,59.0,0,66,1,2549,0,0,0,1,15,0,1,0
0,88.0,3,28,0,7570,0,0,1,0,15,0,1,0
0,97.0,4,73,0,8626,0,0,0,1,22,0,0,1
0,58.0,1,79,0,9061,1,0,0,1,22,0,0,1
1,92.0,4,23,1,2979,1,0,1,0,15,0,1,0
0,39.0,5,32,0,2194,0,0,1,0,21,0,0,1
0,72.0,3,30,1,170,0,0,1,0,14,0,1,0
1,14.0,4,59,0,3415,1,0,0,1,22,0,0,1
0,75.0,4,42,0,7518,1,0,1,0,8,1,0,0
1,29.0,2,34,1,9538,0,0,1,0,14,0,1,0
1,34.0,1,31,1,3155,1,0,1,0,14,0,1,0
0,55.0,2,75,1,6782,0,0,0,1,15,0,1,0
1,51.0,1,30,1,4027,0,0,1,0,15,0,1,0
0,28.0,0,41,0,4019,0,0,1,0,23,0,0,1
0,34.0,4,39,0,8208,1,0,1,0,6,1,0,0
0,80.0,5,35,0,4587,1,0,1,0,14,0,1,0
1,49.0,3,46,0,3043,0,0,1,0,8,1,0,0
1,40.0,0,37,0,8810,1,0,1,0,21,0,0,1
1,87.0,2,75,0,4546,1,0,0,1,22,0,0,1
1,91.0,5,58,0,5557,1,0,0,1,7,1,0,0
1,17.0,0,57,0,4302,0,0,0,1,14,0,1,0
1,81.0,0,65,0,2273,1,0,0,1,23,0,0,1
0,49.0,1,46,0,2487,1,0,1,0,6,1,0,0
0,100.0,4,11,0,5613,1,1,0,0,6,1,0,0
1,33.0,2,70,1,9679,1,0,0,1,15,0,1,0
1,0.0,5,34,1,8378,1,0,1,0,22,0,0,1
1,36.0,0,52,0,8473,0,0,0,1,6,1,0,0
0,71.0,3,74,1,7597,1,0,0,1,15,0,1,0
0,99.0,4,48,0,9173,1,0,1,0,22,0,0,1
1,27.0,1,54,0,4565,1,0,0,1,6,1,0,0
1,3.0,4,42,0,8923,1,0,1,0,8,1,0,0
1,83.0,4,17,0,8759,1,1,0,0,22,0,0,1
1,64.0,4,35,1,7248,1,0,1,0,15,0,1,0
1,79.0,2,23,1,9476,0,0,1,0,6,1,0,0
1,54.0,5,23,0,1074,0,0,1,0,22,0,0,1
0,82.0,1,59,0,1814,0,0,0,1,6,1,0,0
0,22.0,2,80,0,875,0,0,0,1,23,0,0,1
0,70.0,1,68,1,3325,0,0,0,1,7,1,0,0
1,56.0,0,24,1,1186,1,0,1,0,22,0,0,1
0,21.0,3,50,1,2755,1,0,1,0,23,0,0,1
1,43.0,3,43,1,9936,1,0,1,0,6,1,0,0
1,63.0,2,31,0,1432,0,0,1,0,6,1,0,0
0,71.0,2,27,1,6715,1,0,1,0,15,0,1,0
1,52.0,1,17,0,2259,0,1,0,0,6,1,0,0
0,40.0,2,21,1,7799,1,0,1,0,21,0,0,1
1,3.0,0,41,0,5231,1,0,1,0,7,1,0,0
0,18.0,2,11,0,2730,0,1,0,0,14,0,1,0
1,73.0,4,20,0,6093,0,0,1,0,6,1,0,0
1,85.0,1,57,1,2927,1,0,0,1,22,0,0,1
0,60.0,4,12,0,8866,1,1,0,0,15,0,1,0
0,68.0,0,21,1,1778,1,0,1,0,15,0,1,0
1,46.0,2,31,0,6785,0,0,1,0,21,0,0,1
0,40.0,2,75,1,4475,1,0,0,1,7,1,0,0
1,38.0,3,25,1,3667,1,0,1,0,7,1,0,0
0,55.0,2,15,0,528,0,1,0,0,6,1,0,0
1,68.0,1,43,1,8806,0,0,1,0,23,0,0,1
0,46.0,0,50,1,2291,1,0,1,0,14,0,1,0
0,6.0,0,33,0,2057,0,0,1,0,14,0,1,0
1,0.0,1,49,1,13,0,0,1,0,22,0,0,1
1,41.0,4,77,1,4747,1,0,0,1,6,1,0,0
0,100.0,2,24,0,6553,1,0,1,0,8,1,0,0
1,9.0,4,34,0,3706,1,0,1,0,22,0,0,1
1,23.0,1,53,0,8606,1,0,0,1,6,1,0,0
1,44.0,0,49,0,9462,0,0,1,0,23,0,0,1
1,13.0,3,78,0,2711,0,0,0,1,21,0,0,1
1,49.0,5,63,1,6192,1,0,0,1,7,1,0,0
0,77.0,0,54,1,2255,1,0,0,1,8,1,0,0
0,41.0,0,15,0,8225,1,1,0,0,22,0,0,1
0,78.0,0,65,1,2354,0,0,0,1,14,0,1,0
0,6.0,2,39,0,8696,1,0,1,0,6,1,0,0
1,91.0,2,77,1,7576,0,0,0,1,22,0,0,1
0,14.0,2,53,0,2188,1,0,0,1,8,1,0,0
1,6.0,2,31,0,5874,0,0,1,0,7,1,0,0
0,100.0,3,21,1,2725,0,0,1,0,23,0,0,1
0,59.0,2,35,1,663,0,0,1,0,7,1,0,0
1,17.0,1,62,0,7853,0,0,0,1,23,0,0,1
1,81.0,5,35,1,8739,1,0,1,0,22,0,0,1
0,22.0,4,33,0,6499,1,0,1,0,15,0,1,0
0,80.0,0,68,1,5194,1,0,0,1,15,0,1,0
0,10.0,4,58,1,847,0,0,0,1,8,1,0,0
0,100.0,4,45,1,4536,1,0,1,0,8,1,0,0
0,46.0,0,36,1,6317,1,0,1,0,22,0,0,1
0,50.0,3,73,1,7130,1,0,0,1,15,0,1,0
0,20.0,5,70,1,7103,1,0,0,1,7,1,0,0
0,34.0,2,70,0,8000,1,0,0,1,21,0,0,1
1,83.0,2,71,0,9574,0,0,0,1,14,0,1,0
0,44.0,5,42,1,2821,1,0,1,0,22,0,0,1
1,51.0,2,48,0,6696,1,0,1,0,6,1,0,0
0,35.0,5,71,1,2450,1,0,0,1,21,0,0,1
0,33.0,0,19,0,3544,0,0,1,0,6,1,0,0
1,91.0,4,76,1,1514,1,0,0,1,15,0,1,0
0,62.0,2,12,0,7523,1,1,0,0,6,1,0,0
0,83.0,0,79,0,6352,1,0,0,1,6,1,0,0
0,93.0,3,58,1,2089,0,0,0,1,15,0,1,0
1,62.0,2,63,1,7848,0,0,0,1,22,0,0,1
1,5.0,2,69,1,2381,1,0,0,1,15,0,1,0
0,32.0,1,21,1,390,0,0,1,0,7,1,0,0
0,5.0,2,44,1,73,1,0,1,0,8,1,0,0
1,79.0,3,14,0,6508,1,1,0,0,7,1,0,0
1,21.0,1,43,0,2881,1,0,1,0,22,0,0,1
0,14.0,5,75,0,802,0,0,0,1,14,0,1,0
1,94.0,2,68,0,3093,0,0,0,1,15,0,1,0
0,100.0,3,49,1,2533,0,0,1,0,6,1,0,0
0,7.0,2,53,1,545,1,0,0,1,6,1,0,0
0,46.0,0,57,1,6022,0,0,0,1,7,1,0,0
0,100.0,2,23,0,5171,0,0,1,0,15,0,1,0
0,15.0,1,53,0,7900,0,0,0,1,21,0,0,1
0,3.0,2,39,1,2020,1,0,1,0,21,0,0,1
0,40.0,2,24,1,167,0,0,1,0,15,0,1,0
1,33.0,1,26,0,4356,1,0,1,0,6,1,0,0
1,20.0,0,57,0,3763,0,0,0,1,8,1,0,0
0,55.0,0,40,1,3691,0,0,1,0,7,1,0,0
0,28.0,3,17,0,1752,1,1,0,0,15,0,1,0
1,36.0,1,79,0,3347,1,0,0,1,6,1,0,0
0,79.0,4,30,0,9347,0,0,1,0,14,0,1,0
1,25.0,4,22,1,6276,1,0,1,0,22,0,0,1
1,76.0,2,14,0,6816,1,1,0,0,6,1,0,0
0,31.0,0,49,1,3191,1,0,1,0,8,1,0,0
1,58.0,2,24,0,5739,1,0,1,0,15,0,1,0
0,77.0,0,71,1,1874,1,0,0,1,6,1,0,0
1,55.0,2,27,1,2202,1,0,1,0,14,0,1,0
1,20.0,1,72,1,6737,1,0,0,1,6,1,0,0
1,18.0,5,21,0,3531,1,0,1,0,21,0,0,1
0,83.0,1,45,0,6398,0,0,1,0,8,1,0,0
0,91.0,5,58,0,6384,1,0,0,1,6,1,0,0
0,85.0,3,58,1,3656,1,0,0,1,23,0,0,1
0,64.0,3,70,1,1882,1,0,0,1,14,0,1,0
0,27.0,1,13,0,1717,1,1,0,0,15,0,1,0
0,35.0,0,25,1,6678,1,0,1,0,14,0,1,0
1,33.0,1,13,0,8320,1,1,0,0,6,1,0,0
1,83.0,2,44,1,3863,0,0,1,0,14,0,1,0
0,67.0,5,18,0,7899,1,0,1,0,15,0,1,0
0,50.0,0,11,0,2771,1,1,0,0,15,0,1,0
1,98.0,2,78,1,5891,1,0,0,1,6,1,0,0
1,94.0,2,52,0,8630,0,0,0,1,21,0,0,1
0,98.0,0,28,1,4428,0,0,1,0,15,0,1,0
0,55.0,2,33,0,4644,0,0,1,0,22,0,0,1
0,25.0,4,23,0,4675,0,0,1,0,14,0,1,0
0,100.0,4,38,0,8243,1,0,1,0,7,1,0,0
0,54.0,2,57,1,7995,1,0,0,1,22,0,0,1
0,49.0,2,26,0,236,1,0,1,0,14,0,1,0
1,100.0,3,20,0,4541,1,0,1,0,14,0,1,0
1,52.0,0,20,0,9881,1,0,1,0,15,0,1,0
0,95.0,3,34,1,6646,1,0,1,0,6,1,0,0
0,26.0,2,46,1,2883,1,0,1,0,7,1,0,0
0,55.0,0,71,1,4020,1,0,0,1,7,1,0,0
1,94.0,3,17,0,4824,1,1,0,0,6,1,0,0
1,79.0,0,53,1,6525,0,0,0,1,8,1,0,0
1,73.0,2,11,0,5794,1,1,0,0,21,0,0,1
0,58.0,0,57,1,753,1,0,0,1,15,0,1,0
1,0.0,2,34,0,4573,1,0,1,0,6,1,0,0
1,99.0,3,35,1,4651,1,0,1,0,15,0,1,0
0,55.0,2,35,0,6637,1,0,1,0,22,0,0,1
1,52.0,3,51,1,5699,1,0,0,1,15,0,1,0
0,28.0,0,27,0,9379,1,0,1,0,14,0,1,0
1,7.0,4,11,0,3712,1,1,0,0,15,0,1,0
1,100.0,3,64,0,1063,1,0,0,1,14,0,1,0
0,31.0,5,75,0,5846,1,0,0,1,15,0,1,0
0,14.0,1,19,0,2772,1,0,1,0,23,0,0,1
1,49.0,0,30,1,4181,0,0,1,0,21,0,0,1
0,87.0,2,60,1,5730,0,0,0,1,22,0,0,1
1,41.0,3,30,1,2753,1,0,1,0,14,0,1,0
0,27.0,0,50,0,9521,1,0,1,0,14,0,1,0
0,52.0,5,50,1,8941,0,0,1,0,21,0,0,1
1,60.0,4,62,1,4225,0,0,0,1,7,1,0,0
1,72.0,0,55,0,8523,1,0,0,1,15,0,1,0
1,67.0,1,37,1,2664,1,0,1,0,15,0,1,0
0,43.0,2,20,0,9027,1,0,1,0,21,0,0,1
1,86.0,3,62,0,8927,1,0,0,1,22,0,0,1
1,13.0,3,77,0,9200,0,0,0,1,14,0,1,0
1,25.0,5,65,1,708,0,0,0,1,22,0,0,1
1,99.0,1,44,0,3001,1,0,1,0,6,1,0,0
0,56.0,4,29,0,3957,1,0,1,0,23,0,0,1
0,30.0,2,24,0,9913,0,0,1,0,6,1,0,0
1,82.0,2,57,1,6929,1,0,0,1,6,1,0,0
1,100.0,2,31,1,2747,1,0,1,0,23,0,0,1
0,42.0,4,56,0,9681,0,0,0,1,23,0,0,1
0,97.0,1,21,0,3152,0,0,1,0,8,1,0,0
1,86.0,1,14,0,3128,1,1,0,0,15,0,1,0
0,7.0,0,25,0,6332,0,0,1,0,6,1,0,0
0,4.0,5,39,1,3147,1,0,1,0,15,0,1,0
1,98.0,2,67,1,2589,1,0,0,1,14,0,1,0
0,28.0,3,41,1,9650,1,0,1,0,7,1,0,0
0,20.0,1,80,1,3034,1,0,0,1,21,0,0,1
0,59.0,4,29,1,6067,1,0,1,0,15,0,1,0
1,16.0,0,14,0,2143,1,1,0,0,15,0,1,0
0,58.0,2,12,0,747,1,1,0,0,21,0,0,1
1,100.0,1,19,0,5621,1,0,1,0,6,1,0,0
1,48.0,5,78,1,779,1,0,0,1,21,0,0,1
1,9.0,0,58,1,7770,1,0,0,1,23,0,0,1
0,5.0,1,11,0,6850,1,1,0,0,22,0,0,1
1,99.0,0,30,1,4417,0,0,1,0,21,0,0,1
1,63.0,4,20,0,5090,1,0,1,0,6,1,0,0
0,70.0,1,47,0,820,0,0,1,0,22,0,0,1
0,92.0,3,66,0,8448,1,0,0,1,6,1,0,0
1,93.0,2,18,0,3242,1,0,1,0,8,1,0,0
0,0.0,1,76,0,8261,1,0,0,1,15,0,1,0
0,1.0,3,61,1,1046,1,0,0,1,15,0,1,0
0,82.0,1,18,0,6635,0,0,1,0,22,0,0,1
0,24.0,1,12,0,3915,1,1,0,0,8,1,0,0
0,15.0,4,40,1,557,1,0,1,0,7,1,0,0
0,19.0,1,31,0,1259,1,0,1,0,21,0,0,1
1,56.0,2,34,0,8616,0,0,1,0,6,1,0,0
0,94.0,0,39,1,1700,1,0,1,0,22,0,0,1
1,85.0,5,33,0,7129,1,0,1,0,15,0,1,0
1,2.0,1,44,1,4833,1,0,1,0,6,1,0,0
0,41.0,2,27,1,5769,0,0,1,0,22,0,0,1
0,69.0,2,72,0,6853,1,0,0,1,6,1,0,0
1,16.0,4,42,0,577,1,0,1,0,14,0,1,0
1,11.0,2,68,1,4564,0,0,0,1,7,1,0,0
0,1.0,5,70,1,5729,0,0,0,1,6,1,0,0
0,39.0,5,65,0,18,0,0,0,1,6,1,0,0
0,59.0,2,30,1,8843,1,0,1,0,23,0,0,1
0,94.0,2,42,0,5010,0,0,1,0,6,1,0,0
1,76.0,4,73,1,5191,0,0,0,1,21,0,0,1
1,64.0,2,50,0,3504,0,0,1,0,15,0,1,0
0,51.0,0,46,1,9725,0,0,1,0,22,0,0,1
1,68.0,4,64,1,6758,0,0,0,1,22,0,0,1
1,4.0,2,79,1,6049,0,0,0,1,6,1,0,0
0,44.0,1,71,0,6209,1,0,0,1,6,1,0,0
1,47.0,2,43,1,3725,1,0,1,0,21,0,0,1
0,99.0,4,14,0,5893,1,1,0,0,8,1,0,0
0,34.0,3,74,1,6173,1,0,0,1,6,1,0,0
0,74.0,1,44,1,7609,0,0,1,0,15,0,1,0
0,10.0,1,48,1,612,0,0,1,0,14,0,1,0
1,35.0,2,28,0,7120,1,0,1,0,14,0,1,0
1,44.0,1,24,1,4876,1,0,1,0,7,1,0,0
0,70.0,2,63,1,5411,0,0,0,1,6,1,0,0
0,78.0,4,66,0,6493,0,0,0,1,6,1,0,0
0,32.0,3,22,0,8955,0,0,1,0,21,0,0,1
0,32.0,2,17,0,2990,0,1,0,0,22,0,0,1
0,42.0,2,55,1,2131,0,0,0,1,14,0,1,0
1,46.0,4,56,1,53,1,0,0,1,21,0,0,1
0,42.0,1,77,1,7947,0,0,0,1,23,0,0,1
0,69.0,0,78,1,9512,0,0,0,1,6,1,0,0
1,49.0,4,16,0,2153,1,1,0,0,14,0,1,0
0,78.0,2,62,1,6509,0,0,0,1,7,1,0,0
1,34.0,0,72,0,1990,0,0,0,1,21,0,0,1
0,10.0,5,33,0,8193,1,0,1,0,6,1,0,0
1,38.0,3,31,0,2650,1,0,1,0,22,0,0,1
0,48.0,3,34,0,8578,1,0,1,0,15,0,1,0
0,25.0,5,30,0,4647,1,0,1,0,15,0,1,0
1,2.0,0,25,0,674,1,0,1,0,23,0,0,1
1,52.0,5,65,1,7945,1,0,0,1,6,1,0,0
0,72.0,5,25,0,5698,1,0,1,0,15,0,1,0
0,58.0,5,69,1,1758,0,0,0,1,15,0,1,0
1,76.0,5,78,0,7177,1,0,0,1,15,0,1,0
0,80.0,4,10,0,3006,0,1,0,0,15,0,1,0
1,1.0,2,66,1,4514,1,0,0,1,14,0,1,0
0,100.0,5,46,1,7072,1,0,1,0,15,0,1,0
1,67.0,0,62,1,9813,1,0,0,1,21,0,0,1
1,100.0,4,53,1,6947,1,0,0,1,14,0,1,0
0,60.0,3,57,1,9244,1,0,0,1,7,1,0,0
0,24.0,0,48,0,5152,1,0,1,0,22,0,0,1
0,68.0,3,14,0,6399,1,1,0,0,21,0,0,1
1,44.0,3,13,0,5062,0,1,0,0,21,0,0,1
0,95.0,3,10,0,182,0,1,0,0,15,0,1,0
1,85.0,1,62,1,449,0,0,0,1,22,0,0,1
0,43.0,4,39,0,1153,0,0,1,0,23,0,0,1
1,99.0,0,49,1,3271,0,0,1,0,21,0,0,1
0,94.0,5,58,0,6772,1,0,0,1,15,0,1,0
0,2.0,0,76,1,4664,1,0,0,1,22,0,0,1
0,89.0,3,26,1,1505,1,0,1,0,21,0,0,1
0,68.0,4,17,0,635,1,1,0,0,8,1,0,0
0,93.0,0,59,0,2557,1,0,0,1,23,0,0,1
0,51.0,0,16,0,5854,0,1,0,0,14,0,1,0
1,5.0,2,63,1,7447,1,0,0,1,14,0,1,0
0,72.0,4,79,1,2373,1,0,0,1,6,1,0,0
0,97.0,3,66,1,9210,1,0,0,1,6,1,0,0
0,9.0,0,33,1,555,1,0,1,0,8,1,0,0
0,59.0,3,55,0,2051,0,0,0,1,21,0,0,1
0,52.0,2,69,0,6300,1,0,0,1,8,1,0,0
1,3.0,3,47,0,3968,1,0,1,0,23,0,0,1
0,31.0,4,13,0,4902,1,1,0,0,22,0,0,1
0,54.0,0,63,1,4360,0,0,0,1,8,1,0,0
0,3.0,5,38,1,5389,1,0,1,0,6,1,0,0
1,64.0,2,46,1,1783,0,0,1,0,8,1,0,0
0,72.0,0,55,0,8720,1,0,0,1,21,0,0,1
1,63.0,0,33,0,1027,1,0,1,0,6,1,0,0
0,34.0,5,65,0,8579,1,0,0,1,7,1,0,0
1,50.0,0,30,0,5140,0,0,1,0,15,0,1,0
1,6.0,5,43,1,6882,1,0,1,0,22,0,0,1
1,36.0,2,37,0,503,1,0,1,0,14,0,1,0
1,16.0,4,38,1,1082,1,0,1,0,14,0,1,0
1,34.0,5,43,0,610,0,0,1,0,22,0,0,1
1,9.0,0,76,0,3314,1,0,0,1,22,0,0,1
1,47.0,2,23,1,9073,1,0,1,0,15,0,1,0
1,82.0,5,56,1,6401,0,0,0,1,14,0,1,0
1,73.0,3,19,0,1609,1,0,1,0,6,1,0,0
1,68.0,1,50,0,2060,1,0,1,0,15,0,1,0
1,61.0,4,43,1,1706,1,0,1,0,15,0,1,0
1,67.0,4,11,0,3825,1,1,0,0,21,0,0,1
0,88.0,3,27,1,1813,0,0,1,0,21,0,0,1
1,28.0,3,26,0,8570,1,0,1,0,22,0,0,1
0,93.0,2,20,0,4118,1,0,1,0,7,1,0,0
1,87.0,4,65,1,3496,0,0,0,1,8,1,0,0
0,50.0,1,30,0,5905,1,0,1,0,7,1,0,0
1,100.0,1,46,0,2696,0,0,1,0,15,0,1,0
1,7.0,4,38,1,677,1,0,1,0,15,0,1,0
0,45.0,4,51,1,2486,0,0,0,1,15,0,1,0
1,38.0,5,23,0,9730,0,0,1,0,14,0,1,0
1,64.0,1,42,0,1537,0,0,1,0,14,0,1,0
0,99.0,1,50,0,6516,1,0,1,0,6,1,0,0
1,76.0,1,23,1,5757,0,0,1,0,6,1,0,0
0,37.0,4,37,1,8997,1,0,1,0,14,0,1,0
0,41.0,2,79,0,1470,0,0,0,1,14,0,1,0
0,59.0,4,74,0,6679,0,0,0,1,21,0,0,1
0,36.0,0,12,0,3098,0,1,0,0,6,1,0,0
0,56.0,4,10,0,1406,1,1,0,0,8,1,0,0
0,29.0,1,50,1,8794,1,0,1,0,14,0,1,0
0,61.0,3,45,0,6645,0,0,1,0,14,0,1,0
1,80.0,2,43,1,8411,0,0,1,0,6,1,0,0
1,21.0,1,62,0,803,1,0,0,1,14,0,1,0
1,75.0,3,38,0,9235,1,0,1,0,15,0,1,0
0,20.0,2,52,0,4416,0,0,0,1,15,0,1,0
1,53.0,0,25,0,9294,0,0,1,0,15,0,1,0
1,19.0,3,71,0,7713,1,0,0,1,21,0,0,1
0,67.0,3,36,1,174,0,0,1,0,15,0,1,0
0,81.0,2,68,0,9130,1,0,0,1,15,0,1,0
0,66.0,0,45,1,9266,1,0,1,0,7,1,0,0
0,68.0,2,45,1,5470,1,0,1,0,7,1,0,0
1,70.0,2,76,0,5770,1,0,0,1,15,0,1,0
0,13.0,5,39,0,7772,1,0,1,0,21,0,0,1
1,10.0,1,72,0,6061,1,0,0,1,8,1,0,0
0,49.0,1,72,1,5956,0,0,0,1,22,0,0,1
0,96.0,1,53,1,5778,0,0,0,1,21,0,0,1
0,61.0,1,24,1,4101,0,0,1,0,22,0,0,1
1,33.0,0,35,0,5653,1,0,1,0,23,0,0,1
0,32.0,2,63,1,9230,1,0,0,1,21,0,0,1
0,17.0,1,73,1,944,0,0,0,1,7,1,0,0
0,67.0,1,56,1,4655,1,0,0,1,14,0,1,0
0,8.0,2,17,0,9842,1,1,0,0,21,0,0,1
0,44.0,4,30,1,4624,1,0,1,0,7,1,0,0
1,75.0,0,13,0,5153,1,1,0,0,21,0,0,1
0,54.0,3,47,1,6558,0,0,1,0,23,0,0,1
0,1.0,0,56,0,9885,0,0,0,1,23,0,0,1
1,99.0,3,41,1,4289,0,0,1,0,22,0,0,1
0,100.0,0,46,0,4235,0,0,1,0,6,1,0,0
0,6.0,4,28,0,4313,1,0,1,0,15,0,1,0
0,12.0,3,10,0,9479,0,1,0,0,7,1,0,0
1,75.0,3,59,0,5224,1,0,0,1,22,0,0,1
0,16.0,1,28,0,3965,1,0,1,0,6,1,0,0
0,25.0,1,36,1,6697,0,0,1,0,23,0,0,1
1,9.0,3,64,1,6449,0,0,0,1,15,0,1,0
0,0.0,5,18,0,2474,1,0,1,0,14,0,1,0
0,60.0,5,59,0,9305,1,0,0,1,15,0,1,0
1,11.0,1,59,0,3899,1,0,0,1,22,0,0,1
0,35.0,4,27,0,5955,1,0,1,0,21,0,0,1
1,100.0,2,53,0,5628,1,0,0,1,15,0,1,0
0,95.0,0,26,1,7688,0,0,1,0,15,0,1,0
0,41.0,3,25,0,9175,0,0,1,0,22,0,0,1
1,8.0,2,37,0,675,1,0,1,0,8,1,0,0
0,2.0,4,67,1,2320,1,0,0,1,6,1,0,0
0,91.0,0,14,0,979,0,1,0,0,22,0,0,1
1,15.0,2,39,0,2996,0,0,1,0,23,0,0,1
0,13.0,4,22,0,9057,1,0,1,0,22,0,0,1
1,64.0,5,37,1,1954,1,0,1,0,6,1,0,0
1,83.0,1,35,1,8085,0,0,1,0,22,0,0,1
0,37.0,2,46,0,9322,1,0,1,0,7,1,0,0
0,20.0,4,37,1,893,1,0,1,0,15,0,1,0
0,44.0,2,16,0,8210,0,1,0,0,14,0,1,0
0,25.0,2,17,0,4439,0,1,0,0,22,0,0,1
1,83.0,5,32,0,5300,1,0,1,0,22,0,0,1
1,6.0,2,21,1,2916,1,0,1,0,6,1,0,0
0,41.0,0,30,1,5526,1,0,1,0,15,0,1,0
1,13.0,3,15,0,939,1,1,0,0,21,0,0,1
1,88.0,5,20,0,9218,1,0,1,0,15,0,1,0
0,85.0,1,71,1,1174,1,0,0,1,14,0,1,0
1,54.0,1,46,1,8180,0,0,1,0,21,0,0,1
1,99.0,3,56,1,258,1,0,0,1,22,0,0,1
0,76.0,4,73,0,4275,0,0,0,1,7,1,0,0
1,2.0,3,73,1,3796,0,0,0,1,14,0,1,0
1,21.0,5,46,1,8774,1,0,1,0,8,1,0,0
1,60.0,2,29,1,1362,1,0,1,0,15,0,1,0
0,79.0,1,72,0,4993,1,0,0,1,6,1,0,0
0,43.0,5,24,1,8112,1,0,1,0,7,1,0,0
0,30.0,3,52,0,685,1,0,0,1,22,0,0,1
1,75.0,5,80,1,9908,1,0,0,1,6,1,0,0
0,49.0,4,14,0,1159,0,1,0,0,8,1,0,0
1,9.0,0,54,1,5185,0,0,0,1,15,0,1,0
0,43.0,2,76,0,6139,1,0,0,1,7,1,0,0
1,83.0,2,28,1,4768,1,0,1,0,15,0,1,0
1,20.0,0,37,0,3227,1,0,1,0,6,1,0,0
1,65.0,3,29,1,5104,1,0,1,0,15,0,1,0
1,39.0,4,20,0,9208,0,0,1,0,14,0,1,0
0,27.0,5,57,1,9829,1,0,0,1,21,0,0,1
0,19.0,4,35,0,3287,1,0,1,0,15,0,1,0
0,84.0,5,47,0,4855,0,0,1,0,23,0,0,1
0,100.0,4,39,0,3658,1,0,1,0,15,0,1,0
1,2.0,2,68,0,8321,1,0,0,1,23,0,0,1
1,100.0,5,28,0,9649,1,0,1,0,21,0,0,1
0,46.0,1,50,0,5226,0,0,1,0,15,0,1,0
0,25.0,3,73,1,7546,0,0,0,1,21,0,0,1
1,72.0,0,23,0,4577,1,0,1,0,22,0,0,1
1,93.0,3,21,1,2437,1,0,1,0,22,0,0,1
1,16.0,1,37,0,1810,1,0,1,0,6,1,0,0
0,21.0,3,61,0,6433,0,0,0,1,6,1,0,0
0,28.0,5,14,0,32,1,1,0,0,15,0,1,0
0,16.0,4,65,1,695,1,0,0,1,7,1,0,0
1,5.0,5,57,1,2099,1,0,0,1,23,0,0,1
1,36.0,5,79,1,1309,1,0,0,1,21,0,0,1
1,71.0,1,34,1,1621,1,0,1,0,22,0,0,1
1,8.0,2,32,1,9816,1,0,1,0,21,0,0,1
1,7.0,3,78,0,2917,0,0,0,1,21,0,0,1
0,42.0,5,56,1,3315,1,0,0,1,23,0,0,1
1,7.0,3,38,1,668,1,0,1,0,22,0,0,1
0,54.0,4,42,1,9940,1,0,1,0,14,0,1,0
0,45.0,3,67,1,5539,0,0,0,1,7,1,0,0
0,32.0,1,43,0,5067,0,0,1,0,8,1,0,0
1,89.0,2,60,1,3459,0,0,0,1,8,1,0,0
